,loss,accuracy,val_loss,val_accuracy
0,4.227287292480469,0.12115684896707535,3.1524109840393066,0.3982639014720917
1,2.607367515563965,0.39708182215690613,1.7385895252227783,0.5958333611488342
2,1.8071115016937256,0.5377801060676575,1.2840213775634766,0.675694465637207
3,1.485292911529541,0.6060448288917542,1.1150176525115967,0.699305534362793
4,1.293466567993164,0.6419141888618469,1.0419130325317383,0.7041666507720947
5,1.1757607460021973,0.6686642169952393,0.9663823246955872,0.7211805582046509
6,1.0679091215133667,0.6978461146354675,0.9491555690765381,0.7204861044883728
7,1.0002509355545044,0.7081813216209412,0.9045257568359375,0.7423611283302307
8,0.9451550245285034,0.7249435186386108,0.8723561763763428,0.7340278029441833
9,0.9029914140701294,0.7364078760147095,0.8555319905281067,0.7437499761581421
10,0.8504281044006348,0.7449192404747009,0.8416131138801575,0.7534722089767456
11,0.8023025989532471,0.7625499367713928,0.8331744074821472,0.7583333253860474
12,0.7798759937286377,0.7679346799850464,0.8177492022514343,0.7548611164093018
13,0.7417150139808655,0.7790516018867493,0.8312723636627197,0.7545138597488403
14,0.715552806854248,0.7841758131980896,0.8193380832672119,0.753819465637207
15,0.6854871511459351,0.7964217662811279,0.7981035113334656,0.7611111402511597
16,0.6569738984107971,0.8005037307739258,0.8133631348609924,0.7576388716697693
17,0.6325680017471313,0.8094493746757507,0.8061630129814148,0.7555555701255798
18,0.6177617907524109,0.8143998384475708,0.8088057041168213,0.7565972208976746
19,0.5982492566108704,0.8172659277915955,0.8016360998153687,0.7607638835906982
20,0.5618319511413574,0.8282960057258606,0.8189070224761963,0.7562500238418579
21,0.5565739870071411,0.831596314907074,0.8096112608909607,0.7572916746139526
22,0.527079701423645,0.8401076793670654,0.7998514175415039,0.7600694298744202
23,0.51630699634552,0.8417578339576721,0.8081070184707642,0.7583333253860474
24,0.49019506573677063,0.8481848239898682,0.7944177985191345,0.765625
25,0.48999959230422974,0.8470557332038879,0.8078827857971191,0.7586805820465088
26,0.46951824426651,0.8579121232032776,0.8074147701263428,0.7614583373069763
27,0.4556083381175995,0.8599096536636353,0.8029234409332275,0.7600694298744202
28,0.44916749000549316,0.8640785217285156,0.8123395442962646,0.7552083134651184
29,0.4352087080478668,0.867986798286438,0.808693528175354,0.7590277791023254
30,0.4145728349685669,0.8740663528442383,0.8072469234466553,0.7597222328186035
31,0.40764153003692627,0.875716507434845,0.8110226392745972,0.7569444179534912
32,0.3859978914260864,0.8832725286483765,0.8191044330596924,0.7565972208976746
33,0.37330445647239685,0.8874413967132568,0.7956200242042542,0.7645833492279053
34,0.37166136503219604,0.8858780860900879,0.8079730272293091,0.7597222328186035
35,0.35633715987205505,0.888049304485321,0.7959227561950684,0.7697916626930237
36,0.35056811571121216,0.8921313285827637,0.8078872561454773,0.7569444179534912
37,0.3544257879257202,0.8914365172386169,0.8223065733909607,0.7621527910232544
38,0.33031022548675537,0.9004690051078796,0.8101848363876343,0.7652778029441833
39,0.3249136507511139,0.9026402831077576,0.8096905946731567,0.7645833492279053
40,0.30971652269363403,0.9073302149772644,0.8112722635269165,0.762499988079071
41,0.3023066222667694,0.9072433710098267,0.8332110643386841,0.7562500238418579
42,0.2898108959197998,0.9108042120933533,0.830685019493103,0.762499988079071
43,0.2836984694004059,0.9149730801582336,0.8382292985916138,0.7559027671813965
44,0.2821877896785736,0.9115858674049377,0.8176823258399963,0.7600694298744202
45,0.26483190059661865,0.9194024801254272,0.8457203507423401,0.753819465637207
46,0.2672751545906067,0.9173180460929871,0.8426073789596558,0.7517361044883728
47,0.2616996169090271,0.9217474460601807,0.8219692707061768,0.768750011920929
48,0.2581753730773926,0.9197498559951782,0.8375738263130188,0.7663194537162781
49,0.24441635608673096,0.9281743764877319,0.8428709506988525,0.7579861283302307
